model_id,sA,rR,rA,mW,rN,rW,mN,sN,mA,mR,rC,mC,sR
1,0.060754419464840725,0.06633895290244438,0.14859627757993568,0.07872321381004647,0.04839502166059661,0.05304343659287619,0.09612235882149915,0.045818855840218546,0.036110531503291715,0.04002200134957536,0.11676736105663606,0.10747491003065238,0.04274081474710226
2,0.0025719962049430903,0.00041819442454987956,0.0007271879198175455,0.032397149064472434,0.0016687049684892038,0.245486231382687,0.011604643357969093,0.25846141466312245,0.004345992620445893,1.4637939675430272e-05,0.06218430198021753,0.07098346878213763,0.30913607669147297
3,0.7369146784891297,0.766580680914929,1.0662300265605178,0.5294395062629185,0.690959008784114,1.0181090600679275,0.4477887470904568,0.5919937126215457,0.5227926838124286,0.5199909126802428,0.18709701153115552,0.12075607994221042,0.22702464082189583
4,7.728759483153282,8.791833605421527,11.831190511301706,5.887690347467113,8.161006506531129,14.668344924477118,7.439441367686009,6.053023420808246,7.684005644790174,7.795878719537404,3.1979952875284887,6.385705112769885,6.484228268721407
